cgpa,aptitude,communication,skills,internships,projects,shortlisted
6.27,54,83,4,0,4,1
7.44,56,79,5,0,4,0
8.18,55,77,5,2,4,1
7.7,77,32,2,0,2,0
7.39,62,75,4,1,2,0
8.2,67,50,3,3,4,0
4.5,83,80,7,0,2,0
7.88,58,91,5,3,5,1
6.55,66,59,6,0,3,0
5.37,75,68,8,0,2,0
7.71,40,64,5,1,4,0
8.57,34,88,8,1,6,0
7.06,75,73,4,0,1,0
8.15,77,94,3,2,1,1
8.81,100,77,4,4,5,1
8.51,72,75,5,0,1,0
8.84,82,72,7,3,0,1
7.94,67,82,5,1,2,1
7.28,74,49,4,3,3,0
5.6,95,73,6,0,3,0
6.95,38,71,5,2,3,1
6.36,76,81,3,0,5,0
9.37,100,69,5,3,4,1
7.02,74,58,7,2,6,1
7.32,94,72,6,1,3,1
7.75,60,57,5,0,1,0
7.24,69,46,4,2,6,1
8.9,70,81,3,1,0,0
6.58,36,79,5,1,4,0
7.39,52,78,6,1,0,0
6.46,53,88,4,2,4,0
5.88,82,63,4,0,6,0
6.59,83,53,7,0,3,1
7.16,74,71,6,3,2,0
6.77,82,67,5,1,2,0
6.51,67,61,3,0,3,0
5.79,88,70,3,0,2,0
7.12,70,64,3,3,4,1
5.7,70,48,5,0,3,0
7.96,66,66,3,1,2,0
7.28,80,57,6,3,3,0
5.74,63,75,8,0,3,0
6.89,84,63,4,2,1,1
6.45,53,86,5,1,4,0
7.52,53,92,6,2,5,1
8.54,80,80,7,1,2,0
5.32,68,51,7,2,2,1
7.32,63,91,2,0,4,0
7.04,83,92,3,0,2,1
7.87,60,72,6,3,0,0
7.41,66,89,5,0,4,1
6.45,90,64,3,2,2,0
6.88,93,47,5,0,2,0
6.4,93,62,6,1,6,1
8.28,65,94,3,2,2,1
7.22,88,52,7,0,5,0
9.1,55,71,2,3,2,1
7.14,56,72,6,1,5,1
6.49,34,65,5,1,3,0
5.69,95,66,4,2,1,0
5.4,57,72,6,0,4,0
5.62,68,64,6,0,5,0
7.47,56,53,7,2,2,0
7.71,80,74,4,0,4,0
5.62,64,85,5,0,3,0
8.1,50,83,5,2,4,0
6.72,76,61,5,2,4,0
7.35,48,55,7,1,0,0
8.81,57,68,1,1,2,0
8.1,38,92,4,2,3,1
6.93,48,80,5,1,6,0
6.31,72,81,3,1,2,0
5.05,40,83,7,4,4,1
6.48,47,77,5,0,0,0
6.99,69,73,5,1,4,1
6.21,61,80,6,3,4,1
7.07,99,64,5,2,4,1
7.28,97,53,5,3,5,0
6.98,56,81,1,0,1,0
6.55,78,88,4,0,2,0
7.37,81,57,3,3,6,1
7.64,61,82,5,1,2,0
6.11,47,93,5,2,4,1
8.61,69,71,4,0,4,0
7.1,67,61,5,2,4,0
7.22,63,73,3,1,2,0
7.91,76,64,7,0,2,0
7.43,58,63,2,1,4,0
8.15,52,77,7,2,2,1
7.49,71,51,5,0,4,1
6.59,75,53,5,1,3,0
7.56,52,72,4,1,3,0
6.06,83,71,8,0,2,0
7.31,43,76,4,2,6,0
7.17,61,96,5,0,3,0
6.99,66,73,8,0,3,0
7.07,60,79,7,1,6,1
5.32,61,59,5,2,4,0
6.65,98,81,8,3,6,1
7.29,57,65,6,0,1,0
7.36,100,72,3,1,5,1
6.17,76,70,4,0,2,1
8.47,71,85,4,2,5,0
6.33,77,54,4,1,5,0
8.17,100,42,6,2,2,0
7.63,55,69,5,0,3,0
6.55,53,78,2,2,4,0
8.98,58,73,7,1,1,0
6.01,70,88,4,3,4,0
8.12,44,77,8,0,1,0
8.2,70,64,8,1,5,1
6.53,95,41,7,2,2,0
8.59,72,68,6,1,3,1
6.95,65,85,3,0,1,0
7.49,60,66,5,4,2,0
7.46,83,72,3,0,3,1
7.07,57,77,4,0,3,0
8.01,97,58,5,1,0,0
7.99,99,80,2,1,5,0
5.45,73,93,8,2,0,0
8.5,69,69,7,1,4,1
5.54,85,57,4,1,3,0
8.23,86,71,5,1,3,1
8.33,57,43,5,1,2,1
6.11,62,76,7,3,4,1
6.79,50,77,5,3,3,0
6.09,76,93,4,1,2,0
6.99,79,69,4,0,2,0
6.89,49,77,4,3,1,0
7.98,63,60,8,0,1,1
8.51,49,67,3,0,0,0
8.6,56,52,3,0,2,0
6.64,78,69,7,0,4,1
6.99,58,68,7,2,2,0
5.52,65,75,7,1,2,1
6.39,45,63,5,4,1,0
8.16,72,73,5,0,3,0
8.82,69,67,5,1,2,0
5.97,59,67,2,4,4,1
6.61,67,73,5,2,4,1
7.17,72,72,1,2,3,0
7.48,57,81,4,0,2,1
6.39,47,70,7,2,3,1
7.62,97,67,4,0,2,0
6.73,60,69,7,1,5,0
7.19,68,62,4,1,4,0
7.75,85,67,4,1,3,0
7.21,100,98,5,2,6,1
6.76,51,60,6,2,3,0
7.09,76,68,5,0,2,0
7.11,59,66,7,1,1,0
6.83,61,68,2,2,3,0
6.94,59,67,7,0,5,0
8.8,53,75,3,0,5,0
7.76,69,49,7,0,4,0
6.9,47,85,4,1,3,0
7.9,84,80,6,4,4,1
6.87,70,55,5,0,4,0
8.37,76,42,3,1,3,1
7.57,63,59,7,2,3,1
7.09,64,68,4,0,4,0
7.65,74,100,4,3,5,1
5.63,52,79,6,1,4,1
6.07,64,48,3,3,0,0
6.01,57,63,3,0,1,0
7.34,56,71,5,0,5,0
8.93,38,75,6,0,5,0
9.43,90,54,3,0,3,0
7.84,59,70,5,2,3,1
7.7,87,62,6,0,5,1
5.4,86,57,7,1,5,0
6.66,50,75,7,0,4,0
6.41,53,82,6,2,2,0
6.58,100,82,5,2,4,0
7.03,96,79,4,1,1,0
6.73,69,65,3,0,5,0
5.22,73,81,6,1,1,0
7.95,60,76,8,0,4,0
6.13,76,73,6,0,4,0
7.44,59,64,1,1,4,0
9.27,39,65,5,4,3,1
6.28,50,72,5,3,1,0
4.67,70,100,5,1,4,1
6.91,53,75,6,1,3,0
8.3,68,64,5,4,2,1
9.16,53,61,3,1,6,1
5.97,58,65,7,1,3,0
7.7,82,100,5,3,4,1
6.73,73,66,4,0,3,0
7.09,69,83,4,0,4,0
9.84,83,67,7,1,4,1
5.7,77,75,7,0,4,1
7.45,91,82,4,1,6,1
7.67,63,64,2,1,3,1
8.29,63,63,2,1,4,0
7.3,50,93,4,4,4,0
7.51,63,84,5,0,3,1
6.81,84,82,5,1,3,1
7.47,89,82,5,0,6,1
6.86,84,77,6,1,0,0
7.82,43,98,1,2,2,0
6.83,86,72,3,1,3,1
7.58,42,79,4,0,0,0
7.17,83,53,3,1,5,0
8.33,64,61,2,1,2,0
7.15,80,56,5,0,2,0
5.43,50,88,6,1,5,0
8.46,87,38,6,1,2,0
6.29,48,66,6,4,4,0
6.55,59,33,5,2,5,0
6.6,55,61,6,2,4,0
8.57,43,65,4,3,4,0
5.06,71,90,8,2,1,1
10.0,97,77,3,3,1,1
8.26,100,61,3,0,2,0
7.42,71,85,4,1,0,0
7.15,86,72,8,2,3,1
7.49,73,72,8,1,3,1
7.72,77,56,6,0,3,1
7.85,64,59,5,0,2,0
7.76,72,61,5,0,3,1
7.29,78,72,8,0,2,0
7.0,61,73,5,0,2,0
7.05,68,92,7,1,4,1
7.01,69,77,4,3,4,0
8.33,82,36,4,2,5,1
7.79,54,75,7,2,5,1
4.26,69,53,3,3,4,0
7.86,98,59,7,1,4,0
7.39,87,61,5,0,1,0
7.18,90,63,7,0,1,1
6.81,70,54,4,3,5,0
8.32,74,74,6,0,2,0
8.15,85,53,5,2,3,1
6.43,93,76,5,1,1,0
7.61,40,100,5,3,2,1
6.23,50,54,8,1,4,0
5.82,89,68,5,2,2,0
6.57,65,39,4,0,3,0
8.06,59,68,7,0,2,1
8.15,51,80,4,1,4,0
7.71,61,81,4,4,4,1
7.93,48,73,3,1,3,0
7.72,100,83,7,3,4,1
6.56,69,100,4,2,2,1
7.63,69,94,4,2,4,0
8.0,78,65,7,1,4,1
7.95,84,53,6,1,6,1
8.39,84,66,3,0,2,0
7.91,86,59,6,4,1,0
7.55,60,77,7,4,2,0
8.27,65,56,2,2,1,0
7.17,81,71,6,0,2,0
6.32,62,82,5,0,2,0
7.04,69,70,5,4,3,1
6.46,75,59,5,0,5,0
6.52,81,87,5,2,2,1
7.06,43,47,2,1,6,0
6.41,80,67,6,1,5,1
6.89,66,71,2,2,5,0
5.31,80,72,5,0,6,0
7.41,81,74,3,1,4,1
7.2,94,79,6,4,4,1
6.38,90,71,4,2,3,1
7.86,90,67,5,2,3,1
8.14,91,66,4,2,6,1
5.59,74,64,6,0,3,1
6.44,70,82,5,0,0,0
6.43,83,63,6,1,4,1
6.26,80,83,2,1,3,0
8.03,65,72,3,1,5,1
7.01,76,65,5,2,1,0
6.94,69,80,7,0,4,0
5.2,57,62,2,2,2,0
7.84,89,80,2,0,5,1
5.96,70,74,3,0,1,0
7.26,100,64,5,1,5,1
7.48,45,78,4,2,1,0
8.56,61,79,6,0,0,0
5.89,70,87,2,1,2,0
4.18,87,84,3,2,2,0
7.38,75,78,4,0,4,0
9.0,74,57,5,1,1,0
8.44,53,100,5,3,3,1
7.41,52,53,3,1,2,0
6.71,74,84,7,0,5,0
8.01,49,77,4,1,0,0
6.23,62,56,6,1,3,0
7.68,77,70,5,0,4,1
7.71,55,70,3,0,5,0
8.26,94,88,6,0,5,1
9.96,88,62,6,0,5,1
7.59,46,68,4,0,1,0
6.69,56,41,5,1,5,0
7.17,35,94,4,1,4,0
5.43,58,58,5,3,5,0
6.51,81,76,4,1,2,0
6.79,63,70,6,3,5,1
6.68,76,70,3,1,3,0
7.35,47,82,1,0,4,0
6.38,81,93,4,1,3,0
8.32,61,75,3,2,3,0
7.2,70,80,5,0,3,1
7.19,68,76,3,0,3,0
6.87,50,85,6,0,4,0
7.36,52,65,4,1,4,0
8.03,84,85,6,0,4,1
6.33,75,86,5,0,2,1
6.54,85,86,8,0,6,0
6.9,74,63,8,2,4,1
5.85,72,69,7,1,2,0
6.38,44,75,6,1,4,0
6.72,65,54,4,1,2,0
8.07,69,92,6,1,1,1
7.46,99,71,8,0,3,1
7.39,80,75,1,1,3,1
8.05,93,64,5,0,2,0
7.06,78,54,3,1,2,0
7.59,59,64,5,1,6,0
7.1,71,74,5,0,2,0
7.47,73,80,5,0,2,1
6.62,55,74,5,0,6,1
4.76,64,76,8,0,2,0
7.07,66,67,5,0,4,0
8.62,94,78,6,4,2,1
8.13,38,91,4,1,3,1
8.17,88,81,4,1,3,1
8.44,55,82,5,2,6,1
7.29,49,75,4,1,3,0
7.4,87,52,4,3,3,1
6.58,80,58,5,3,6,1
6.88,88,77,5,2,6,1
7.82,82,71,5,4,1,1
8.4,100,77,4,0,5,1
7.06,78,93,4,1,3,0
6.75,67,81,5,3,3,1
7.2,75,88,3,1,3,0
7.8,88,73,4,4,3,1
5.76,58,61,2,0,2,0
4.9,60,71,2,1,3,0
6.65,65,61,4,4,3,1
5.98,38,92,1,1,2,0
6.69,72,82,4,2,3,1
7.05,41,78,5,0,6,0
6.75,70,88,2,2,4,0
8.65,82,45,4,3,3,1
7.53,62,79,7,1,5,1
7.5,95,54,6,0,3,1
7.82,48,71,4,0,1,0
6.06,87,67,7,3,3,1
8.24,80,80,4,2,2,0
7.12,44,74,2,0,4,0
7.87,100,89,8,0,6,1
6.13,69,64,7,2,3,0
5.65,56,81,5,2,3,0
8.02,48,74,5,0,3,0
7.58,66,50,5,0,2,0
6.3,68,60,3,2,4,0
6.33,71,70,3,1,4,0
8.33,65,86,5,4,1,1
6.01,79,78,7,1,5,1
8.84,64,56,1,2,2,0
6.3,40,70,6,1,6,0
7.84,67,98,2,3,3,1
6.87,34,73,5,1,4,0
7.8,75,67,5,0,1,0
6.66,55,78,5,0,2,0
7.04,72,81,2,3,5,0
7.24,89,66,4,1,3,0
6.2,55,78,5,1,5,1
7.94,85,67,2,1,3,1
6.69,63,81,3,0,6,0
6.97,96,74,5,0,6,0
6.21,64,78,5,0,3,0
4.64,57,62,3,1,3,0
7.01,80,61,5,2,5,1
9.61,63,84,7,2,2,1
7.98,57,70,1,3,5,0
7.18,62,75,5,1,3,1
6.94,69,68,2,2,4,0
7.22,90,83,1,0,1,1
7.75,40,64,3,0,4,0
6.02,70,70,4,0,2,0
8.31,79,82,6,1,5,0
7.92,72,87,4,0,3,1
7.92,89,65,5,0,2,1
7.64,68,97,4,1,6,0
7.22,67,76,4,1,4,0
7.87,78,58,5,1,6,0
7.79,71,76,6,1,3,0
6.85,64,67,6,0,4,0
6.63,77,77,6,0,4,1
7.3,60,71,4,0,4,0
8.75,60,72,6,0,0,0
5.96,62,60,3,1,2,0
5.73,90,84,6,2,5,1
7.36,30,56,7,0,3,0
7.25,75,57,1,1,6,0
7.37,70,76,4,2,2,1
7.44,44,92,5,0,6,1
6.98,74,67,6,0,4,0
8.69,77,81,3,1,4,1
5.6,78,85,8,1,3,1
6.37,30,82,5,1,5,0
7.1,90,67,3,2,3,0
5.56,58,57,1,0,4,0
7.02,80,43,6,1,1,0
8.86,81,68,2,0,4,1
7.22,56,87,3,2,5,0
7.43,79,57,5,3,2,1
5.94,64,81,5,0,4,0
6.58,38,59,5,0,0,0
6.82,87,73,4,0,6,1
6.88,58,81,6,0,6,0
8.48,57,63,8,0,3,1
7.76,63,74,4,1,1,0
6.09,74,66,6,4,4,1
7.45,69,81,7,1,0,0
7.7,78,75,5,0,3,0
8.34,49,72,5,0,2,0
8.78,58,92,3,0,3,0
6.18,68,80,5,0,0,0
6.39,98,63,5,2,1,1
5.94,68,70,6,0,0,0
6.97,86,71,8,4,4,1
7.67,70,73,2,1,3,1
8.19,62,100,2,1,2,1
7.12,66,76,2,1,4,0
6.88,67,45,6,2,5,0
7.35,79,64,3,1,2,0
6.36,90,46,5,0,5,1
9.29,75,67,4,0,4,0
5.59,87,46,5,3,0,0
7.38,55,60,3,0,3,0
9.22,63,52,7,1,3,1
7.21,59,76,5,1,4,0
7.01,74,72,7,0,2,0
6.84,64,75,5,0,6,0
7.02,80,70,3,0,4,0
8.57,56,53,3,2,3,0
4.99,70,78,8,1,1,0
8.73,80,96,6,2,2,1
5.78,39,77,2,2,3,0
6.93,100,66,6,0,3,0
6.77,65,53,4,1,4,1
7.79,39,60,4,2,4,1
5.6,72,77,3,1,2,0
7.66,70,85,6,1,3,1
9.22,68,75,2,2,0,1
5.84,84,82,4,0,3,0
7.39,81,81,4,2,4,1
6.54,74,78,3,0,3,0
7.63,76,63,5,1,5,0
7.22,68,74,1,0,6,0
6.56,96,60,4,2,4,1
7.69,47,72,7,1,1,0
9.0,72,76,4,1,3,1
7.01,70,93,4,2,0,0
7.92,82,54,5,3,4,0
5.91,57,78,5,2,5,0
6.24,43,91,6,0,4,1
7.67,72,81,3,3,4,1
8.68,74,82,7,1,4,1
7.56,92,79,6,1,5,0
6.89,50,88,6,3,2,1
7.2,87,57,3,0,5,0
5.95,100,53,1,0,4,0
7.8,64,71,5,1,2,0
8.08,50,43,7,2,6,1
6.75,63,87,5,1,6,1
6.73,70,87,3,1,3,0
7.47,78,66,3,1,5,0
6.76,61,67,5,1,2,0
7.13,93,71,6,2,3,1
9.3,53,72,3,0,2,0
6.95,43,73,1,2,3,0
6.84,86,79,4,2,3,1
6.55,35,69,5,1,2,0
7.94,66,84,6,0,4,0
7.02,100,77,6,0,1,0
6.55,69,64,5,2,1,0
8.52,53,89,3,0,3,0
8.62,69,54,5,1,3,1
6.6,69,70,8,0,2,1
5.33,72,84,7,1,2,0
8.21,79,62,7,2,2,0
6.52,54,76,4,2,2,1
7.99,95,79,6,1,3,1
5.23,73,60,7,2,5,0
8.09,80,71,5,2,2,1
5.99,60,69,4,0,4,0
7.93,89,64,8,0,1,0
7.21,66,100,5,3,3,1
6.25,74,62,3,2,2,0
6.79,56,85,3,1,6,0
7.89,55,66,5,0,3,0
7.31,80,57,4,2,4,0
7.78,63,73,3,1,4,1
9.18,57,80,6,2,1,1
5.64,60,83,6,4,6,1
8.82,80,92,6,4,2,1
7.3,60,100,3,3,0,0
6.3,68,75,5,0,2,0
5.87,70,63,1,3,2,0
7.01,41,77,4,0,1,0
8.12,47,68,4,3,4,0
7.07,75,84,6,0,2,0
8.71,58,55,4,1,4,1
5.75,85,100,1,0,0,0
7.19,84,83,4,2,6,1
5.95,80,50,5,0,2,0
7.56,97,62,7,1,4,1
8.09,68,82,7,2,4,1
6.78,79,87,3,2,2,0
4.6,61,55,3,0,1,0
7.4,100,81,3,1,2,1
7.64,99,46,6,0,2,0
7.6,70,70,1,2,2,0
8.44,75,86,3,4,4,1
6.13,90,64,5,2,3,0
7.88,67,52,4,0,3,0
8.39,60,73,3,1,0,0
5.42,83,64,4,4,5,1
7.52,71,80,4,0,2,0
6.7,72,60,5,1,3,0
7.12,57,61,8,1,1,1
7.55,44,45,3,2,1,0
6.71,73,74,4,3,4,1
6.52,83,69,7,0,4,0
7.23,66,56,7,2,4,1
6.11,91,74,4,1,3,1
6.11,59,85,5,0,6,0
7.88,54,69,3,0,3,0
6.05,68,75,6,1,3,1
7.87,68,75,8,0,2,0
7.66,81,56,5,2,1,1
5.47,58,98,5,0,3,0
6.52,90,65,3,0,2,0
8.39,99,80,5,0,3,1
6.22,69,81,5,0,2,0
6.74,88,70,5,1,5,1
7.66,54,79,1,1,6,0
7.98,86,75,5,2,2,1
6.95,85,53,5,4,5,0
6.6,82,67,3,2,5,1
8.62,69,64,3,0,6,0
8.94,30,65,4,3,2,1
8.18,60,55,6,1,4,0
7.29,60,86,5,1,2,0
6.39,55,92,6,1,4,1
6.37,71,84,4,0,4,0
7.72,63,88,7,3,4,1
7.62,57,67,6,0,2,0
8.6,54,63,4,1,5,0
7.85,59,61,3,0,3,1
5.7,86,80,4,2,2,0
8.25,60,74,8,2,3,1
6.2,62,70,4,0,5,0
6.82,63,88,4,2,6,0
7.45,75,77,3,2,4,1
9.2,76,61,6,1,0,0
10.0,30,63,4,1,1,0
7.81,85,80,4,1,1,1
7.02,91,85,4,0,1,0
7.73,54,79,4,2,3,0
8.09,55,96,4,1,2,1
6.88,63,93,5,1,1,0
9.0,58,77,6,3,5,1
7.43,73,61,6,0,4,0
7.7,40,54,6,0,4,0
7.87,53,66,3,0,3,0
7.62,93,81,6,0,3,1
8.04,56,95,3,0,2,0
6.58,88,77,3,4,3,1
6.64,75,87,7,0,4,1
6.1,42,68,6,2,3,0
7.64,79,80,5,0,5,0
7.98,68,82,7,1,5,1
7.66,63,46,8,4,3,1
8.87,73,66,5,0,2,1
7.19,77,84,5,2,6,0
7.87,80,75,6,4,4,1
6.11,87,56,4,1,4,0
6.81,76,40,3,0,4,0
7.9,49,67,6,2,1,0
8.05,62,71,4,2,1,0
6.91,100,60,3,0,2,1
7.13,80,73,4,1,1,0
5.68,100,78,4,0,3,1
6.84,90,80,8,0,2,1
8.09,73,41,5,3,5,1
7.78,74,54,5,1,3,0
7.7,69,68,8,0,3,1
7.25,43,79,7,1,1,0
7.21,70,78,5,0,3,1
6.54,88,78,7,0,1,1
7.9,61,67,4,1,4,0
7.62,76,67,4,1,5,1
7.69,82,62,4,0,3,0
6.67,56,81,5,0,1,0
5.05,63,60,5,1,4,1
8.3,54,83,5,2,2,1
6.72,57,74,5,3,2,0
6.34,50,71,1,0,3,0
7.89,56,63,2,1,6,0
6.81,91,54,5,3,2,0
8.26,56,63,3,1,5,0
7.82,71,67,5,3,1,0
7.88,62,41,5,3,1,0
5.83,87,69,5,0,4,0
8.41,89,84,4,0,2,1
7.46,82,79,5,0,2,1
6.83,74,65,6,0,1,0
7.34,66,72,8,3,2,0
5.42,52,64,6,3,2,0
7.61,99,73,5,0,4,1
6.17,58,92,3,1,4,0
5.85,79,84,5,1,6,0
5.68,85,78,7,1,4,0
8.31,61,65,3,1,4,0
6.57,85,81,4,3,4,0
8.73,81,50,3,0,5,0
6.66,95,68,6,0,2,1
5.49,62,79,4,0,2,0
6.08,50,81,2,1,4,0
8.44,62,80,7,0,2,1
7.04,73,75,5,1,5,0
6.65,70,69,4,1,3,0
7.36,64,78,4,2,2,0
7.7,41,59,4,1,4,0
8.32,77,61,5,0,2,0
8.65,99,72,4,2,6,1
6.84,76,74,5,2,6,0
5.87,79,48,6,0,4,0
6.79,78,77,5,0,1,1
7.46,75,82,4,2,2,1
6.24,83,70,5,0,3,0
6.24,75,100,6,0,5,1
7.54,65,63,2,1,2,0
7.15,58,67,2,0,1,0
7.23,66,66,5,0,1,1
6.44,74,71,5,1,3,0
6.97,65,67,3,2,5,0
6.28,74,53,6,2,0,0
8.09,76,64,5,4,2,0
8.24,82,70,7,0,4,1
5.35,89,87,3,0,5,0
6.27,71,100,6,2,5,0
5.7,50,89,3,1,4,0
6.55,64,61,5,0,1,0
7.12,70,62,5,0,3,0
5.75,42,69,4,0,6,0
6.28,90,95,6,1,6,1
6.2,72,69,1,0,4,0
7.41,75,54,5,4,4,1
7.27,90,65,3,0,6,1
6.48,60,81,6,4,3,0
7.38,78,80,2,2,1,0
6.65,68,69,6,1,4,0
6.93,67,80,6,2,6,1
8.87,58,42,6,2,4,0
8.54,94,73,3,0,5,1
5.9,64,83,5,0,3,0
8.03,80,61,1,1,1,0
8.01,41,61,6,1,2,0
6.05,87,47,6,1,6,1
8.02,85,92,5,1,3,1
8.74,71,62,6,1,0,1
6.08,66,75,3,1,6,0
6.28,76,79,5,1,3,1
8.22,100,91,4,1,5,1
7.47,43,69,8,3,3,1
7.75,81,64,7,1,1,1
7.54,56,74,6,2,4,1
7.59,69,88,7,1,6,1
5.87,66,69,4,1,0,0
8.25,63,59,7,1,5,1
8.37,69,51,4,0,2,0
6.97,52,56,6,4,3,1
7.16,85,83,6,0,3,1
5.67,43,67,1,1,5,1
7.71,78,64,4,0,3,0
7.77,65,62,1,0,3,0
7.14,52,73,8,2,5,1
8.32,73,68,3,1,0,0
6.87,46,68,5,2,1,0
7.76,70,89,6,0,0,0
6.18,48,91,3,0,4,0
7.18,76,51,5,0,3,0
7.03,56,76,5,1,5,1
7.43,63,61,3,2,3,0
6.83,74,68,6,1,2,1
7.07,58,76,4,1,5,0
8.03,69,69,3,4,2,0
6.76,47,74,5,0,6,0
5.59,79,80,4,1,2,0
8.95,96,75,7,1,2,1
8.58,100,63,7,0,3,1
5.91,71,63,5,0,1,0
7.89,81,53,4,0,0,0
6.7,43,60,4,3,3,0
7.46,92,97,4,1,2,1
7.49,81,61,5,2,0,0
6.97,62,56,6,1,2,0
6.42,88,76,4,1,3,0
6.51,66,70,3,2,3,0
6.28,63,69,5,3,1,1
6.37,77,90,2,0,3,1
7.13,54,79,6,0,4,0
6.48,85,65,5,2,4,1
7.88,54,66,5,4,3,0
8.69,54,65,4,4,1,0
6.62,56,83,7,1,3,1
7.44,81,67,3,0,5,1
7.7,60,48,7,0,3,0
7.67,49,71,4,3,2,0
7.28,60,52,7,1,1,0
7.94,69,100,6,0,6,1
7.68,52,59,3,3,4,1
5.96,52,69,6,0,2,0
8.07,100,75,5,2,2,1
8.09,57,68,2,1,5,0
6.44,65,68,3,0,2,0
7.24,64,77,5,0,3,0
7.88,63,91,5,0,4,1
6.99,79,81,6,1,3,1
8.27,84,91,6,1,0,1
9.56,65,58,5,0,2,0
6.41,51,76,6,4,5,1
5.82,89,74,5,0,3,0
7.5,68,76,4,0,5,0
7.92,95,89,7,0,3,1
6.97,36,69,1,0,6,0
8.65,72,66,4,4,5,0
5.86,98,78,6,0,3,1
7.89,64,48,4,1,2,1
6.59,66,68,1,3,4,1
8.92,74,70,2,1,4,0
9.19,61,60,5,1,3,0
6.43,65,85,8,3,5,0
6.65,64,58,5,2,2,0
8.06,60,70,5,0,2,1
6.81,88,75,4,1,4,1
7.15,76,89,4,3,2,1
7.23,73,71,1,1,3,0
5.28,82,84,4,2,6,0
7.19,66,81,4,4,4,1
6.51,58,73,3,2,6,0
6.71,60,57,3,0,4,0
8.64,70,53,6,0,4,1
5.94,54,73,7,1,3,1
8.01,62,64,7,0,1,1
6.92,62,83,5,4,3,1
6.92,100,81,2,1,2,1
7.99,30,69,6,1,6,0
7.54,67,56,3,2,2,0
7.77,95,78,5,1,2,0
8.17,71,58,6,1,4,0
6.87,81,62,6,0,3,0
6.59,71,59,8,1,0,1
6.11,59,70,6,3,1,1
6.37,36,87,5,2,5,0
10.0,73,71,4,1,3,0
8.44,58,66,7,0,1,0
5.85,57,52,3,2,3,0
5.88,62,79,7,3,2,0
7.68,96,61,4,1,2,1
7.75,100,73,3,2,6,1
7.75,73,67,6,1,3,1
6.95,63,82,1,1,0,0
7.07,52,69,6,2,6,0
7.53,77,71,4,0,4,1
7.29,96,78,7,1,2,1
4.98,66,99,5,0,3,0
6.97,34,83,5,0,5,0
6.35,80,70,4,1,3,1
7.38,84,72,2,0,3,0
10.0,46,65,6,1,3,1
7.57,72,59,3,0,3,0
6.89,76,64,4,2,4,0
8.12,68,61,5,0,3,1
7.68,58,80,5,2,0,0
7.62,85,58,3,1,5,0
7.81,63,89,3,4,1,0
9.26,47,81,3,3,3,1
6.07,39,72,7,0,3,0
7.67,88,72,2,0,4,0
6.27,79,64,8,2,3,0
7.76,71,75,3,1,4,1
6.28,63,86,3,0,1,0
6.78,62,62,5,0,4,1
6.9,53,52,2,1,5,0
8.18,63,81,5,3,5,1
8.12,38,76,7,3,3,1
5.95,58,57,2,0,2,0
7.25,65,62,6,1,2,1
6.49,79,60,4,0,2,0
5.94,69,62,3,1,3,0
6.98,81,67,3,2,2,1
6.89,90,68,7,2,6,1
9.63,85,63,3,1,5,0
7.63,77,62,7,0,0,0
5.82,70,69,5,1,3,1
6.64,55,74,2,3,4,1
8.22,81,67,5,0,2,0
9.29,95,87,6,0,3,1
5.61,75,78,6,2,3,1
5.32,98,51,5,2,2,0
9.07,47,78,7,3,4,1
7.59,52,79,3,1,6,0
6.33,82,66,7,1,3,1
7.73,73,52,6,1,3,0
4.56,89,72,6,3,2,0
7.2,69,71,6,2,5,0
7.53,56,57,5,2,5,1
8.12,66,53,5,0,2,0
6.19,47,70,5,2,5,0
7.29,53,68,4,1,2,0
6.27,84,66,5,0,1,0
7.46,83,70,4,0,4,0
6.3,75,57,4,2,3,0
6.79,44,66,4,1,3,0
6.2,64,78,3,3,4,0
7.85,51,67,4,2,1,0
8.06,87,50,7,0,2,0
6.97,61,65,4,2,3,0
7.24,53,58,6,0,2,1
5.75,70,75,3,1,0,0
6.9,60,76,4,1,1,0
7.15,92,50,3,3,5,0
9.82,58,81,3,1,5,1
6.09,49,57,5,2,2,0
8.66,37,92,5,2,2,1
8.2,69,71,3,1,4,1
7.48,61,55,5,1,6,1
8.96,48,57,7,2,2,0
7.57,87,76,3,0,5,1
7.59,80,66,1,3,3,1
7.15,69,70,5,2,6,0
8.42,90,92,2,0,1,1
8.3,79,62,8,4,6,1
6.57,57,72,5,0,3,1
5.88,54,90,5,3,6,0
7.0,82,75,4,0,3,1
6.4,75,51,5,2,3,0
7.14,72,78,3,1,5,1
8.44,57,56,7,2,4,0
6.74,79,90,5,0,4,1
7.16,58,61,3,0,3,0
7.26,68,100,5,0,4,0
8.05,91,91,3,3,6,1
4.95,60,61,1,0,0,0
6.59,46,72,5,2,3,0
7.41,54,81,5,2,5,1
8.4,84,82,5,3,4,1
6.71,73,77,3,0,5,0
5.32,68,88,5,3,5,0
7.82,62,70,2,0,4,0
6.56,77,67,5,2,4,0
6.01,57,67,5,2,6,1
6.58,74,83,5,0,5,1
7.02,59,76,7,0,5,0
6.6,56,75,7,1,1,1
4.99,60,82,8,1,2,1
8.1,64,45,8,3,3,1
8.47,69,76,6,1,4,1
7.85,73,74,8,3,2,1
6.06,30,93,7,1,1,0
7.0,57,52,6,4,2,1
7.19,64,92,2,2,4,1
7.8,92,72,2,2,5,1
7.87,53,78,6,0,5,0
6.47,72,93,5,1,3,0
